frequency,raw
10043.58,1.96
10144.02,2.01
10245.46,2.07
10347.91,2.12
10451.39,2.17
10555.91,2.21
10661.46,2.25
10768.08,2.28
10875.76,2.3
10984.52,2.31
11094.36,2.33
11205.31,2.32
11317.36,2.31
11430.53,2.28
11544.84,2.25
11660.29,2.19
11776.89,2.13
11894.66,2.04
12013.6,1.95
12133.74,1.83
12255.08,1.7
12377.63,1.55
12501.41,1.39
12626.42,1.2
12752.68,1.01
12880.21,0.79
13009.01,0.55
13139.1,0.3
13270.49,0.04
13403.2,-0.25
13537.23,-0.53
13672.6,-0.84
13809.33,-1.16
13947.42,-1.49
14086.9,-1.81
14227.77,-2.16
14370.04,-2.51
14513.74,-2.87
14658.88,-3.25
14805.47,-3.62
14953.52,-3.99
15103.06,-4.37
15254.09,-4.75
15406.63,-5.14
15560.7,-5.52
15716.3,-5.92
15873.47,-6.31
16032.2,-6.69
16192.52,-7.09
16354.45,-7.48
16517.99,-7.87
16683.17,-8.26
16850.01,-8.66
17018.51,-9.05
17188.69,-9.43
17360.58,-9.82
17534.18,-10.2
17709.53,-10.59
17886.62,-10.96
18065.49,-11.34
18246.14,-11.72
18428.6,-12.09
18612.89,-12.46
18799.02,-12.82
18987.01,-13.17
19176.88,-13.52
19368.65,-13.87
19562.33,-14.2
19757.96,-14.55
19955.54,-14.88
